==> partitions/part_2025-07-15.csv <==
"122800257","2025-07-15T10:32:26+0300","-",false,"https://hh.ru/vacancy/122800257"
"122808006","2025-07-15T12:21:00+0300","Junior",false,"https://hh.ru/vacancy/122808006"
"122872838","2025-07-16T15:12:49+0300","-",false,"https://hh.ru/vacancy/122872838"
"122876901","2025-07-16T16:11:16+0300","-",false,"https://hh.ru/vacancy/122876901"
"122922947","2025-07-17T10:34:49+0300","Senior",false,"https://hh.ru/vacancy/122922947"
"122950815","2025-07-17T15:38:07+0300","-",false,"https://hh.ru/vacancy/122950815"
"122551033","2025-07-18T07:45:16+0300","-",false,"https://hh.ru/vacancy/122551033"
"122127101","2025-07-18T08:17:22+0300","-",false,"https://hh.ru/vacancy/122127101"
"122968745","2025-07-18T09:16:24+0300","-",false,"https://hh.ru/vacancy/122968745"
"122978736","2025-07-18T11:39:19+0300","-",false,"https://hh.ru/vacancy/122978736"
"122822520","2025-07-18T14:44:22+0300","Senior",false,"https://hh.ru/vacancy/122822520"
"122589657","2025-07-18T17:01:51+0300","-",false,"https://hh.ru/vacancy/122589657"
"122998566","2025-07-18T17:13:52+0300","Middle",false,"https://hh.ru/vacancy/122998566"
"123001264","2025-07-18T19:21:58+0300","Middle",false,"https://hh.ru/vacancy/123001264"
"122057754","2025-07-19T14:30:30+0300","-",false,"https://hh.ru/vacancy/122057754"
"122919446","2025-07-20T09:45:35+0300","-",false,"https://hh.ru/vacancy/122919446"
"120811194","2025-07-20T15:35:23+0300","-",false,"https://hh.ru/vacancy/120811194"
"122697509","2025-07-20T15:52:57+0300","-",false,"https://hh.ru/vacancy/122697509"
"122538226","2025-07-20T15:57:23+0300","Senior",false,"https://hh.ru/vacancy/122538226"
"122724770","2025-07-20T22:40:10+0300","Middle",false,"https://hh.ru/vacancy/122724770"
